layer_id,router,expert_id,total_topk_fraction,dominant_source,dominant_weight,same_shape_action,tensor_pattern,tensor_rule,reason,weight_instruct,weight_coder,route_mass_instruct,route_mass_coder
0,model.layers.0.mlp.gate,0,0.11609683205883808,instruct,0.5887152819732412,mixed_source_expert_delta,.*layers\.0\..*experts\.0\..*,".*layers\.0\..*experts\.0\..*::instruct=0.588715,coder=0.261285",multiple prompt/source families use this expert; keep a mixed route-frequency average.,0.5887152819732412,0.2612847180267588,0.08040938731966929,0.0356874447391688
0,model.layers.0.mlp.gate,1,0.1534687074952296,instruct,0.6292644816793471,mixed_source_expert_delta,.*layers\.0\..*experts\.1\..*,".*layers\.0\..*experts\.1\..*::instruct=0.629264,coder=0.220736",multiple prompt/source families use this expert; keep a mixed route-frequency average.,0.6292644816793471,0.2207355183206529,0.11361459608939409,0.0398541114058355
0,model.layers.0.mlp.gate,2,0.114722902294683,instruct,0.65314308641446,mixed_source_expert_delta,.*layers\.0\..*experts\.2\..*,".*layers\.0\..*experts\.2\..*::instruct=0.653143,coder=0.196857",multiple prompt/source families use this expert; keep a mixed route-frequency average.,0.65314308641446,0.19685691358553994,0.0881534946907927,0.026569407603890302
0,model.layers.0.mlp.gate,3,0.25248410950145483,instruct,0.700127571218501,dominant_source_expert_delta,.*layers\.0\..*experts\.3\..*,".*layers\.0\..*experts\.3\..*::instruct=0.700128,coder=0.149872",one prompt/source family dominates this expert's route mass; use a source-skewed delta.,0.700127571218501,0.14987242878149898,0.2079659839488466,0.0445181255526082
0,model.layers.0.mlp.gate,4,0.022112887112887,instruct,0.6651965213462835,mixed_source_expert_delta,.*layers\.0\..*experts\.4\..*,".*layers\.0\..*experts\.4\..*::instruct=0.665197,coder=0.184803",multiple prompt/source families use this expert; keep a mixed route-frequency average.,0.6651965213462835,0.1848034786537165,0.0173051948051947,0.0048076923076923
0,model.layers.0.mlp.gate,6,0.0104895104895104,instruct,0.46041666666666387,mixed_source_expert_delta,.*layers\.0\..*experts\.6\..*,".*layers\.0\..*experts\.6\..*::instruct=0.460417,coder=0.389583",multiple prompt/source families use this expert; keep a mixed route-frequency average.,0.46041666666666387,0.38958333333333606,0.0056818181818181,0.0048076923076923
0,model.layers.0.mlp.gate,7,0.057647736602477795,instruct,0.6635724475899085,mixed_source_expert_delta,.*layers\.0\..*experts\.7\..*,".*layers\.0\..*experts\.7\..*::instruct=0.663572,coder=0.186428",multiple prompt/source families use this expert; keep a mixed route-frequency average.,0.6635724475899085,0.18642755241009143,0.045004058441558296,0.0126436781609195
0,model.layers.0.mlp.gate,8,0.0056818181818181,instruct,0.85,dominant_source_expert_delta,.*layers\.0\..*experts\.8\..*,".*layers\.0\..*experts\.8\..*::instruct=0.85,coder=0",one prompt/source family dominates this expert's route mass; use a source-skewed delta.,0.85,0.0,0.0056818181818181,0.0
0,model.layers.0.mlp.gate,10,0.013284703801945099,coder,0.85,dominant_source_expert_delta,.*layers\.0\..*experts\.10\..*,".*layers\.0\..*experts\.10\..*::instruct=0,coder=0.85",one prompt/source family dominates this expert's route mass; use a source-skewed delta.,0.0,0.85,0.0,0.013284703801945099
0,model.layers.0.mlp.gate,11,0.042281320424569696,instruct,0.7633472401841254,dominant_source_expert_delta,.*layers\.0\..*experts\.11\..*,".*layers\.0\..*experts\.11\..*::instruct=0.763347,coder=0.0866528",one prompt/source family dominates this expert's route mass; use a source-skewed delta.,0.7633472401841254,0.08665275981587457,0.037970975596983494,0.0043103448275862
